Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
Thailand,Asia,2006,72.5,7.0,14.1,16.4,174.1335,4604,0,1
Mexico,North America,2001,74.7,6.8,22.8,27.1,127.9115,8703,0,1
Somalia,Africa,2005,52.3,2.1,104.4,172.6,340.636,225,0,1
Bosnia and Herzegovina,Rest of Europe,2006,75.3,7.4,7.5,8.6,108.5945,3691,0,1
Rwanda,Africa,2005,55.3,2.8,65.5,105.4,340.5175,457,0,1
Switzerland,Rest of Europe,2003,80.5,11.8,4.5,5.3,70.293,73556,1,0
Paraguay,South America,2005,71.7,7.3,25.0,30.0,160.709,3923,0,1
Moldova,Rest of Europe,2002,67.4,9.6,21.7,25.8,236.105,1538,0,1
Belize,Central America and Caribbean,2006,70.3,10.3,17.6,20.6,184.704,4898,0,1
"Congo, Rep.",Africa,2008,58.5,6.0,46.9,69.0,331.725,2103,0,1
Central African Republic,Africa,2000,44.2,2.9,109.9,168.9,531.4845,460,0,1
Czechia,European Union,2005,75.9,11.9,3.6,4.4,112.1435,14978,1,0
Cambodia,Asia,2015,68.6,4.7,27.3,31.8,175.654,1163,0,1
Vietnam,Asia,2005,74.1,6.4,19.9,24.9,135.885,1557,0,1
Slovak Republic,European Union,2001,73.4,10.1,7.9,9.4,146.314,9222,1,0
Georgia,Rest of Europe,2012,72.1,12.5,10.8,12.1,164.177,3597,0,1
Hungary,European Union,2015,75.6,11.8,4.2,5.1,131.7765,12721,1,0
Brunei Darussalam,Asia,2013,75.1,8.9,8.4,10.2,90.6615,32925,0,1
Sierra Leone,Africa,2009,48.5,3.0,110.6,167.7,432.5825,520,0,1
Guinea-Bissau,Africa,2012,55.6,2.8,66.8,104.2,281.847,590,0,1
Luxembourg,European Union,2010,80.6,11.8,2.3,2.8,74.016,106544,1,0
Costa Rica,Central America and Caribbean,2013,79.2,8.5,8.2,9.6,88.8035,11090,0,1
Russian Federation,Rest of Europe,2009,68.7,11.5,8.6,10.7,254.149,8382,0,1
Timor-Leste,Oceania,2011,67.5,4.5,49.4,58.8,160.701,1234,0,1
Philippines,Asia,2013,70.3,9.1,23.9,30.5,202.9915,2740,0,1
Mauritania,Africa,2007,61.8,3.5,65.0,103.7,218.0,1510,0,1
Bulgaria,European Union,2011,74.2,10.7,8.7,10.4,139.9065,6605,1,0
Greece,European Union,2005,79.2,9.8,4.0,4.6,79.077,22186,1,0
Angola,Africa,2005,50.2,4.4,100.9,166.1,318.546,2407,0,1
Ireland,European Union,2014,81.3,12.3,3.3,3.8,62.447,50010,1,0
Vietnam,Asia,2012,75.0,7.8,17.9,22.4,128.8585,2217,0,1
"Micronesia, Fed. Sts.",Oceania,2013,67.0,8.0,25.6,30.7,167.636,2923,0,1
Guyana,South America,2013,68.8,8.3,28.8,35.0,212.365,5505,0,1
Iceland,Rest of Europe,2010,81.9,10.6,2.2,2.7,53.441,48194,1,0
Italy,European Union,2011,82.2,9.8,3.3,3.9,56.2325,32229,1,0
Rwanda,Africa,2014,66.9,4.0,35.7,49.7,209.3335,708,0,1
"Congo, Dem. Rep.",Africa,2007,55.1,4.8,90.4,126.7,297.835,381,0,1
Zimbabwe,Africa,2006,43.9,6.8,53.4,95.0,653.918,1091,0,1
India,Asia,2005,64.5,4.8,55.7,74.4,207.188,954,0,1
Denmark,European Union,2006,78.1,12.8,4.0,4.8,92.1215,53687,1,0
Kuwait,Middle East,2008,74.0,6.5,9.4,10.9,74.978,39777,0,1
Honduras,Central America and Caribbean,2013,74.1,5.8,17.7,20.7,149.23,2228,0,1
Liberia,Africa,2004,54.4,3.7,97.2,139.8,319.556,540,0,1
Singapore,Asia,2008,80.8,10.5,2.3,2.8,62.236,44602,0,1
Azerbaijan,Asia,2008,70.2,10.2,36.8,42.7,139.7585,4693,0,1
Burkina Faso,Africa,2011,57.8,1.4,66.3,116.9,276.3855,603,0,1
Liberia,Africa,2003,53.6,3.7,104.3,151.3,332.2065,536,0,1
Gabon,Africa,2008,59.9,7.3,43.9,66.7,295.939,6846,0,1
Vietnam,Asia,2014,75.1,7.8,17.6,22.0,125.984,2438,0,1
Kuwait,Middle East,2009,74.2,6.6,9.2,10.7,71.642,34800,0,1
Trinidad and Tobago,Central America and Caribbean,2014,72.8,10.8,17.8,19.9,169.9695,18167,0,1
El Salvador,Central America and Caribbean,2012,71.7,6.7,15.1,17.6,190.07,3529,0,1
Singapore,Asia,2009,81.2,10.5,2.3,2.8,60.491,43333,0,1
Uganda,Africa,2008,55.0,5.2,54.5,86.8,384.1585,725,0,1
Hungary,European Union,2010,74.2,11.9,5.1,6.0,156.927,11314,1,0
"Iran, Islamic Rep.",Middle East,2012,74.8,9.5,15.0,17.5,86.748,5302,0,1
Albania,Rest of Europe,2012,77.3,9.6,10.0,11.2,79.762,3736,0,1
Cuba,Central America and Caribbean,2006,77.9,10.1,5.7,7.2,99.5345,5808,0,1
Papua New Guinea,Oceania,2004,60.2,3.5,50.4,66.2,255.71,1814,0,1
Grenada,Central America and Caribbean,2008,73.0,8.1,12.7,14.7,157.714,8736,0,1
"Venezuela, RB",South America,2014,72.8,10.0,15.4,18.0,143.0785,16056,0,1
"Bahamas, The",Central America and Caribbean,2003,72.0,10.9,14.3,16.7,182.864,35456,0,1
Romania,European Union,2001,71.2,9.7,17.3,20.5,176.1925,4853,1,0
Bhutan,Asia,2000,60.9,2.3,57.5,77.2,291.8915,1108,0,1
Peru,South America,2004,72.6,8.6,22.0,28.3,144.121,3671,0,1
Slovenia,European Union,2005,77.6,11.7,3.5,4.2,101.813,19239,1,0
Antigua and Barbuda,Central America and Caribbean,2000,73.9,7.0,12.6,15.5,156.232,14070,0,1
Nepal,Asia,2001,62.9,2.5,55.8,74.6,229.513,578,0,1
Trinidad and Tobago,Central America and Caribbean,2000,69.4,9.2,24.7,27.9,193.695,10669,0,1
Central African Republic,Africa,2015,50.9,4.2,87.9,123.3,411.0745,377,0,1
Uganda,Africa,2007,53.9,4.8,57.9,92.8,398.626,688,0,1
Oman,Middle East,2002,73.0,5.9,12.5,14.5,122.173,20702,0,1
Norway,Rest of Europe,2008,80.6,12.7,2.9,3.6,66.2655,75044,1,0
Mexico,North America,2005,75.3,7.6,19.5,22.9,123.4585,8878,0,1
Senegal,Africa,2011,64.9,2.4,40.7,62.1,206.2,1133,0,1
Lesotho,Africa,2012,47.4,5.9,70.2,92.7,527.8865,1097,0,1
Uruguay,South America,2004,75.6,8.0,13.2,15.1,118.88,9464,0,1
Pakistan,Asia,2010,65.3,4.7,70.1,87.1,169.1665,1239,0,1
Russian Federation,Rest of Europe,2013,70.6,11.8,7.6,9.4,220.997,9622,0,1
Ukraine,Rest of Europe,2012,70.9,11.3,9.2,10.7,203.7885,2460,0,1
Liberia,Africa,2001,52.2,3.5,119.7,176.6,330.7235,770,0,1
Samoa,Oceania,2011,71.9,10.2,16.5,19.2,124.37,4219,0,1
Bulgaria,European Union,2014,74.5,10.9,7.3,8.7,139.2615,6797,1,0
Cote d'Ivoire,Africa,2012,54.3,4.5,71.0,100.1,413.238,1637,0,1
Denmark,European Union,2010,79.1,12.7,3.5,4.1,83.927,51173,1,0
Trinidad and Tobago,Central America and Caribbean,2009,71.7,10.7,20.7,23.2,179.4475,17700,0,1
Switzerland,Rest of Europe,2002,80.4,11.7,4.5,5.4,71.8885,74138,1,0
Togo,Africa,2001,53.6,4.0,73.7,116.4,333.336,496,0,1
Mali,Africa,2001,48.8,1.3,98.8,181.1,323.509,641,0,1
Colombia,South America,2010,75.4,7.4,15.7,18.3,147.6795,5163,0,1
Mali,Africa,2004,51.2,1.6,90.7,162.2,307.8875,667,0,1
China,Asia,2013,75.3,7.5,9.8,12.5,86.4435,7056,0,1
Malawi,Africa,2012,58.6,4.3,45.6,70.7,325.5425,362,0,1
Algeria,Africa,2008,74.3,6.7,25.3,29.5,108.0665,3856,0,1
South Africa,Africa,2003,53.7,8.8,48.4,75.7,494.388,5203,0,1
Colombia,South America,2004,74.0,6.6,18.9,22.1,160.261,4257,0,1
Mexico,North America,2006,75.3,8.0,18.8,22.1,122.558,9143,0,1
India,Asia,2009,66.2,5.3,47.2,61.4,194.7545,1162,0,1
Slovak Republic,European Union,2003,73.6,10.4,7.3,8.8,144.053,10178,1,0
South Africa,Africa,2013,61.1,9.9,30.1,39.3,384.094,6285,0,1
Libya,Africa,2003,71.5,6.1,21.9,25.5,139.5715,11265,0,1
Uganda,Africa,2014,60.7,5.5,40.6,58.8,316.5765,834,0,1
Cambodia,Asia,2005,63.1,3.5,52.8,64.7,221.5355,696,0,1
Cabo Verde,Africa,2004,70.2,4.2,24.0,28.6,139.353,2287,0,1
Armenia,Rest of Europe,2001,71.8,10.7,25.7,29.1,143.7555,1422,0,1
Norway,Rest of Europe,2002,79.0,12.1,3.7,4.6,78.9785,69106,1,0
Ukraine,Rest of Europe,2003,68.2,10.6,13.6,15.8,262.4035,1833,0,1
Slovenia,European Union,2014,81.1,11.9,2.2,2.7,69.2825,20454,1,0
Liberia,Africa,2014,61.7,4.4,66.0,92.1,246.675,740,0,1
Estonia,European Union,2002,70.9,11.9,7.3,9.3,211.7,11417,1,0
India,Asia,2003,63.7,4.7,60.0,81.1,213.299,845,0,1
Bhutan,Asia,2008,67.3,2.3,38.0,47.8,234.5365,1909,0,1
Croatia,European Union,2001,74.5,9.8,6.9,8.0,121.781,9428,1,0
Australia,Oceania,2015,82.4,12.8,3.3,3.9,61.7325,56707,1,0
St. Vincent and the Grenadines,Central America and Caribbean,2000,70.8,7.6,19.2,22.2,183.408,5339,0,1
"Egypt, Arab Rep.",Africa,2015,71.3,7.1,19.8,23.3,149.529,3563,0,1
Zambia,Africa,2000,44.0,5.9,90.2,155.9,603.461,774,0,1
Zambia,Africa,2004,47.4,6.2,67.1,115.2,545.294,879,0,1
Brazil,South America,2009,73.3,6.8,17.5,19.5,157.279,8169,0,1
Belgium,European Union,2003,78.1,10.4,4.3,5.2,93.89,36617,1,0
Mauritius,Africa,2009,72.9,8.0,12.5,14.6,153.4275,7508,0,1
Hungary,European Union,2002,72.3,10.3,7.6,9.0,184.567,9829,1,0
Moldova,Rest of Europe,2004,67.7,10.1,18.3,21.5,232.9535,1770,0,1
Cote d'Ivoire,Africa,2010,53.0,4.2,74.7,106.3,420.1715,1687,0,1
Denmark,European Union,2005,77.8,12.8,4.2,5.0,90.2045,51836,1,0
Georgia,Rest of Europe,2015,73.0,12.7,9.4,10.5,156.2355,4014,0,1
United Arab Emirates,Middle East,2001,74.5,8.4,9.3,10.9,95.5935,58422,0,1
New Zealand,Oceania,2000,78.6,11.6,6.1,7.4,85.7,30863,1,0
Barbados,Central America and Caribbean,2007,78.1,9.3,14.2,15.4,112.486,18205,0,1
Lesotho,Africa,2005,42.7,5.3,74.0,116.1,604.613,836,0,1
United Kingdom,Rest of Europe,2002,78.1,11.9,5.4,6.3,85.37,40563,1,0
Ghana,Africa,2003,57.8,6.3,58.0,88.5,293.6475,1105,0,1
India,Asia,2002,63.3,4.6,62.1,84.5,216.3545,797,0,1
Iceland,Rest of Europe,2001,80.7,9.6,3.1,3.9,69.582,43288,1,0
Japan,Asia,2001,81.4,10.8,3.1,4.3,71.4415,31476,1,0
Georgia,Rest of Europe,2003,70.3,12.0,25.5,28.8,171.3125,1984,0,1
Ethiopia,Africa,2013,64.0,2.5,47.3,69.6,234.3685,556,0,1
North Macedonia,Rest of Europe,2001,73.4,6.8,13.2,14.8,121.482,3169,0,1
Tunisia,Africa,2006,74.4,5.9,17.9,21.0,103.28,3494,0,1
Montenegro,Rest of Europe,2012,76.2,11.2,4.6,5.5,106.849,5996,0,1
St. Lucia,Central America and Caribbean,2013,75.3,8.4,18.5,20.9,139.7475,10148,0,1
Liberia,Africa,2005,55.4,3.8,90.7,129.6,306.9055,554,0,1
Guatemala,Central America and Caribbean,2011,71.9,5.3,27.6,33.4,173.86,3689,0,1
Fiji,Oceania,2003,66.2,9.3,19.2,22.5,215.093,4339,0,1
Nigeria,Africa,2006,48.8,5.2,92.3,150.1,392.374,2013,0,1
Namibia,Africa,2012,59.4,6.4,37.9,50.5,354.013,4421,0,1
Cameroon,Africa,2002,51.5,5.1,83.7,137.5,410.158,1144,0,1
Vanuatu,Oceania,2010,69.1,6.7,24.3,29.1,144.4315,2856,0,1
Hungary,European Union,2004,72.6,10.6,6.7,7.9,180.2155,10797,1,0
Guinea,Africa,2003,51.9,1.5,89.5,144.9,333.165,653,0,1
Cyprus,European Union,2012,79.8,11.8,2.6,3.1,54.618,24217,1,0
Bosnia and Herzegovina,Rest of Europe,2000,74.4,7.0,8.7,9.9,121.234,2848,0,1
Luxembourg,European Union,2008,80.5,11.7,2.4,3.0,71.6035,110095,1,0
Bosnia and Herzegovina,Rest of Europe,2007,75.5,7.5,7.2,8.3,106.9245,3910,0,1
Vanuatu,Oceania,2013,69.6,6.8,24.3,29.1,135.872,2751,0,1
Seychelles,Africa,2014,73.2,9.4,12.6,14.7,152.1215,14672,0,1
"Bahamas, The",Central America and Caribbean,2015,73.1,11.1,12.0,14.0,158.589,31699,0,1
Trinidad and Tobago,Central America and Caribbean,2001,69.7,9.3,24.5,27.7,191.866,11074,0,1
Suriname,South America,2015,71.2,8.4,18.2,20.3,170.129,9168,0,1
Luxembourg,European Union,2015,82.3,12.0,2.3,2.8,54.393,105462,1,0
Comoros,Africa,2011,62.2,4.4,60.5,82.0,239.043,1228,0,1
Russian Federation,Rest of Europe,2003,65.0,11.4,12.9,16.1,323.8525,6370,0,1
Finland,European Union,2007,79.3,12.0,2.8,3.5,95.089,46213,1,0
Portugal,European Union,2010,79.0,8.1,3.1,3.8,86.146,19670,1,0
Jordan,Middle East,2005,72.6,9.7,19.7,23.2,122.7175,4341,0,1
Kazakhstan,Asia,2009,68.4,11.5,20.0,22.5,247.1405,8488,0,1
Equatorial Guinea,Africa,2014,57.0,5.5,69.9,96.8,327.5505,12927,0,1
Lithuania,European Union,2012,73.9,11.7,4.2,5.2,179.772,12679,1,0
"Gambia, The",Africa,2012,60.2,3.1,43.2,67.7,270.0,685,0,1
Iceland,Rest of Europe,2009,81.8,10.5,2.2,2.8,56.594,49527,1,0
Antigua and Barbuda,Central America and Caribbean,2013,76.2,9.2,7.1,8.5,132.9015,13554,0,1
"Egypt, Arab Rep.",Africa,2014,71.1,7.0,20.5,24.3,151.4815,3490,0,1
United States,North America,2008,78.0,13.2,6.5,7.6,107.758,53854,1,0
Libya,Africa,2015,72.1,7.3,11.4,13.3,134.7895,7590,0,1
Romania,European Union,2012,74.4,10.9,9.5,11.2,135.6795,8005,1,0
Lebanon,Middle East,2008,77.9,7.8,9.8,11.4,71.4135,7961,0,1
"Congo, Rep.",Africa,2006,56.6,5.9,53.1,79.8,359.3415,2269,0,1
Sweden,European Union,2005,80.5,12.4,3.0,3.6,65.34,45990,1,0
Niger,Africa,2010,57.3,1.4,61.9,121.9,267.262,443,0,1
Nicaragua,Central America and Caribbean,2009,72.2,5.9,21.1,24.9,163.375,1630,0,1
Denmark,European Union,2000,76.6,10.7,4.7,5.7,102.388,49242,1,0
Ghana,Africa,2004,58.2,6.4,56.4,85.6,286.594,1139,0,1
Libya,Africa,2006,72.1,6.6,18.6,21.7,133.113,13386,0,1
Timor-Leste,Oceania,2002,60.9,2.9,76.8,96.5,249.406,980,0,1
Israel,Middle East,2007,80.5,12.5,4.1,5.1,65.745,31208,1,0
Peru,South America,2013,75.3,8.8,13.3,17.1,127.208,6030,0,1
Trinidad and Tobago,Central America and Caribbean,2005,70.7,10.0,23.0,25.9,186.471,15383,0,1
Maldives,Asia,2010,75.9,4.9,11.9,13.9,76.243,8522,0,1
El Salvador,Central America and Caribbean,2014,72.2,6.5,13.8,16.1,184.7965,3636,0,1
Malawi,Africa,2006,49.1,3.6,61.6,104.2,508.1255,295,0,1
Denmark,European Union,2002,76.9,12.1,4.6,5.5,99.934,49542,1,0
United States,North America,2015,78.7,13.3,5.8,6.8,107.377,56763,1,0
Albania,Rest of Europe,2010,76.6,9.3,11.8,13.3,80.9365,3577,0,1
Kazakhstan,Asia,2004,66.1,11.5,29.0,33.1,277.9125,6581,0,1
Burundi,Africa,2011,57.9,2.6,56.3,85.5,313.1795,316,0,1
Niger,Africa,2006,54.2,1.3,74.8,159.3,278.9915,420,0,1
Latvia,European Union,2014,74.1,12.9,4.6,5.5,165.1905,13163,1,0
Maldives,Asia,2011,76.3,5.2,11.1,12.9,75.29,8893,0,1
"Venezuela, RB",South America,2009,73.1,8.3,14.6,17.0,149.2525,11765,0,1
Croatia,European Union,2000,72.8,9.4,7.2,8.3,122.7795,8806,1,0
United Kingdom,Rest of Europe,2010,80.4,13.2,4.4,5.2,74.2785,42488,1,0
Argentina,South America,2010,75.3,9.8,12.9,14.5,124.1055,13551,0,1
Argentina,South America,2015,76.1,9.8,10.2,11.5,117.1895,13789,0,1
Chile,South America,2005,77.6,9.5,7.7,9.1,101.273,10210,0,1
Mauritania,Africa,2008,62.0,3.6,63.8,101.1,216.0,1462,0,1
Luxembourg,European Union,2006,79.3,11.5,2.6,3.2,87.8075,105614,1,0
Indonesia,Asia,2009,68.9,7.4,29.0,35.2,185.497,2595,0,1
South Africa,Africa,2008,55.4,9.7,43.0,68.9,498.352,6171,0,1
Syrian Arab Republic,Middle East,2004,74.3,5.4,17.2,20.1,117.639,1486,0,1
United States,North America,2006,77.7,12.8,6.7,7.9,111.0235,53738,1,0
Gabon,Africa,2013,63.6,8.1,37.9,54.9,250.7575,7305,0,1
Syrian Arab Republic,Middle East,2011,71.3,6.3,16.7,20.1,174.2775,1773,0,1
Namibia,Africa,2000,52.2,5.6,45.0,75.8,446.0665,3125,0,1
Bhutan,Asia,2015,70.4,3.1,27.4,33.1,208.003,2753,0,1
Niger,Africa,2013,59.5,1.7,55.0,102.7,257.1655,470,0,1
Maldives,Asia,2000,70.2,3.0,31.7,39.0,130.99,6982,0,1
Turkiye,Middle East,2009,74.1,6.5,16.6,19.5,118.495,7942,0,1
Turkmenistan,Asia,2008,66.0,9.9,39.1,45.5,207.4435,3795,0,1
Sierra Leone,Africa,2007,46.5,2.8,117.6,182.0,447.5425,501,0,1
"Micronesia, Fed. Sts.",Oceania,2010,66.5,7.2,27.4,33.1,171.007,3085,0,1
Tanzania,Africa,2006,55.1,4.8,55.8,88.8,377.871,717,0,1
Thailand,Asia,2002,71.1,6.5,17.0,19.9,195.0225,3795,0,1
Tunisia,Africa,2011,75.2,6.9,15.5,18.0,97.086,3836,0,1
Timor-Leste,Oceania,2014,68.2,4.5,44.3,52.1,152.246,1321,0,1
Syrian Arab Republic,Middle East,2014,69.8,5.6,27.7,47.0,181.864,973,0,1
Bangladesh,Asia,2010,69.9,4.9,38.9,49.1,141.3945,973,0,1
New Zealand,Oceania,2004,79.5,11.6,5.6,6.7,78.037,34310,1,0
Sweden,European Union,2014,82.3,12.3,2.4,2.9,54.481,49855,1,0
Ethiopia,Africa,2002,53.3,1.7,80.3,128.3,385.253,272,0,1
Malawi,Africa,2003,46.1,3.3,76.8,131.6,570.632,279,0,1
Cyprus,European Union,2015,80.4,11.9,2.4,2.9,51.6435,23408,1,0
Jamaica,Central America and Caribbean,2005,74.1,8.1,17.0,19.9,154.5105,5138,0,1
Jordan,Middle East,2014,74.0,10.1,15.4,17.9,111.057,4221,0,1
Georgia,Rest of Europe,2000,69.9,11.7,31.9,36.6,171.5205,1567,0,1
Mexico,North America,2008,75.2,8.0,17.6,20.6,120.3315,9181,0,1
Turkmenistan,Asia,2005,65.0,9.9,44.4,52.3,218.8545,2787,0,1
Cyprus,European Union,2008,79.1,11.3,3.1,3.7,60.207,27447,1,0
Belgium,European Union,2000,77.7,10.0,4.8,5.8,99.6,35675,1,0
Uganda,Africa,2002,48.3,4.2,79.2,131.6,507.0355,555,0,1
Cabo Verde,Africa,2015,72.1,5.9,16.7,19.5,125.149,3043,0,1
Morocco,Africa,2013,75.2,4.8,22.6,26.3,73.374,2755,0,1
Somalia,Africa,2011,54.3,2.1,93.8,152.8,323.489,313,0,1
Qatar,Middle East,2007,78.6,9.6,8.4,9.8,60.9985,60927,0,1
Bolivia,South America,2007,66.4,7.1,38.7,49.8,212.2145,2314,0,1
Lao PDR,Asia,2015,66.5,5.1,42.1,53.8,195.625,2140,0,1
Nepal,Asia,2004,64.7,2.7,48.2,62.7,209.685,603,0,1
Botswana,Africa,2008,56.7,8.6,40.3,57.6,413.0785,5838,0,1
Nigeria,Africa,2007,49.4,5.2,89.8,145.6,387.5675,2090,0,1
Belarus,Rest of Europe,2008,70.5,11.3,5.1,6.6,222.907,5181,0,1
Turkiye,Middle East,2006,72.8,6.1,20.5,24.3,125.8835,8174,0,1
Guinea-Bissau,Africa,2004,51.9,2.3,92.6,150.7,300.923,552,0,1
United Kingdom,Rest of Europe,2009,80.1,13.1,4.6,5.4,76.195,41929,1,0
Lithuania,European Union,2009,72.9,11.5,5.4,6.7,193.3095,10700,1,0
Singapore,Asia,2011,81.7,11.2,2.2,2.8,57.001,50714,0,1
Gabon,Africa,2009,60.6,7.4,42.9,64.2,286.1745,6635,0,1
Belize,Central America and Caribbean,2012,73.0,10.5,15.2,17.7,181.47,4734,0,1
Kyrgyz Republic,Asia,2000,68.6,9.8,42.5,49.8,223.7235,718,0,1
"Micronesia, Fed. Sts.",Oceania,2004,65.3,5.8,28.7,34.8,179.2125,2949,0,1
Sweden,European Union,2004,80.5,12.3,3.1,3.7,66.1935,44891,1,0
Mexico,North America,2004,75.2,7.4,20.2,23.9,124.359,8801,0,1
Niger,Africa,2002,51.3,1.2,90.1,204.5,289.5665,418,0,1
Eswatini,Africa,2012,49.9,6.1,50.6,66.0,459.807,3513,0,1
Malta,European Union,2004,79.3,8.6,6.2,7.1,60.357,17653,1,0
Equatorial Guinea,Africa,2010,55.6,5.5,79.1,111.2,329.7845,13841,0,1
Montenegro,Rest of Europe,2010,76.0,11.1,5.7,6.7,114.563,5982,0,1
Syrian Arab Republic,Middle East,2010,72.1,6.3,16.2,18.9,159.176,1701,0,1
Guinea,Africa,2004,52.5,1.6,86.5,139.5,325.874,655,0,1
Cuba,Central America and Caribbean,2014,78.5,11.2,4.6,5.8,90.569,7379,0,1
Argentina,South America,2003,74.1,9.3,15.8,17.7,134.5355,9630,0,1
Norway,Rest of Europe,2006,80.3,12.5,3.2,3.9,69.5825,74190,1,0
Barbados,Central America and Caribbean,2012,78.5,10.5,13.6,14.7,102.8345,16505,0,1
Rwanda,Africa,2008,60.6,3.2,50.2,76.3,272.418,554,0,1
Bangladesh,Asia,2002,66.4,4.3,57.0,76.5,162.2605,687,0,1
Timor-Leste,Oceania,2012,67.7,4.5,47.5,56.3,157.265,1271,0,1
North Macedonia,Rest of Europe,2003,73.2,7.5,12.8,14.4,118.556,3301,0,1
Tonga,Oceania,2004,69.8,9.2,13.0,15.1,151.8725,3899,0,1
Kuwait,Middle East,2007,73.8,6.3,9.5,11.1,78.3145,41171,0,1
Iceland,Rest of Europe,2015,82.5,12.2,1.8,2.3,55.359,52952,1,0
Greece,European Union,2002,78.6,9.1,4.9,5.6,80.4475,19997,1,0
Mozambique,Africa,2003,49.9,2.6,95.3,145.0,436.671,353,0,1
Netherlands,European Union,2002,78.3,11.1,4.9,5.9,80.574,40914,1,0
Jamaica,Central America and Caribbean,2012,74.0,9.2,14.6,17.0,135.5585,4888,0,1
Senegal,Africa,2012,65.4,2.6,39.2,58.7,200.5,1146,0,1
Togo,Africa,2015,59.9,4.7,50.8,75.9,271.709,571,0,1
Libya,Africa,2001,71.0,5.8,23.4,27.3,143.011,10392,0,1
Paraguay,South America,2006,71.9,7.1,24.5,29.3,158.8465,4049,0,1
Syrian Arab Republic,Middle East,2002,73.7,4.7,18.2,21.4,120.151,1353,0,1
Malta,European Union,2014,82.0,11.1,5.8,6.6,52.6155,23286,1,0
Tonga,Oceania,2003,69.8,9.2,13.4,15.6,153.4715,4020,0,1
Trinidad and Tobago,Central America and Caribbean,2003,70.2,9.5,23.9,27.0,188.848,13552,0,1
Argentina,South America,2008,75.0,8.9,13.7,15.3,126.9785,13311,0,1
Finland,European Union,2010,79.9,12.3,2.5,3.0,87.05,43564,1,0
Spain,European Union,2005,80.2,8.9,3.8,4.7,75.851,26146,1,0
United Kingdom,Rest of Europe,2000,77.7,11.7,5.6,6.5,88.0225,39229,1,0
Luxembourg,European Union,2013,81.8,11.8,2.3,2.8,66.6085,105339,1,0
Madagascar,Africa,2013,64.7,6.1,43.4,62.7,227.7835,463,0,1
Mongolia,Asia,2007,66.0,8.9,28.1,34.1,245.3935,2411,0,1
Australia,Oceania,2004,80.5,11.8,4.8,5.8,67.92,49439,1,0
Cabo Verde,Africa,2007,70.7,4.6,23.3,27.8,135.8385,2922,0,1
Georgia,Rest of Europe,2014,72.7,12.6,9.7,10.9,158.8825,3903,0,1
Sri Lanka,Asia,2001,72.2,10.2,13.7,16.0,152.664,1880,0,1
Bahrain,Middle East,2006,75.5,8.4,8.8,10.2,75.8375,22069,0,1
Ecuador,South America,2001,73.1,7.0,23.4,28.0,156.506,4299,0,1
Estonia,European Union,2015,77.6,12.7,2.4,3.1,116.351,17402,1,0
Algeria,Africa,2001,71.1,6.1,33.3,38.9,136.2,3163,0,1
El Salvador,Central America and Caribbean,2008,70.8,6.4,18.3,21.4,200.807,3364,0,1
Turkmenistan,Asia,2011,66.9,9.9,36.7,42.5,197.405,4811,0,1
Thailand,Asia,2008,73.3,7.3,12.8,14.9,165.9995,4884,0,1
Seychelles,Africa,2007,73.1,7.9,11.9,13.8,159.664,12702,0,1
Bhutan,Asia,2014,70.0,3.1,28.5,34.6,212.0515,2613,0,1
Cuba,Central America and Caribbean,2010,78.3,11.0,5.1,6.4,94.886,6759,0,1
Spain,European Union,2010,81.6,9.4,3.1,3.8,64.95,25703,1,0
Mexico,North America,2013,74.9,8.4,14.9,17.3,113.631,9283,0,1
"Iran, Islamic Rep.",Middle East,2009,73.5,8.8,17.4,20.4,112.6595,5255,0,1
Tunisia,Africa,2000,73.2,4.9,25.0,29.9,111.903,2881,0,1
Bulgaria,European Union,2003,72.1,10.1,12.5,15.1,153.633,4519,1,0
Estonia,European Union,2006,72.7,12.2,5.2,6.6,184.2685,16155,1,0
"Congo, Rep.",Africa,2011,60.8,6.2,41.7,59.7,296.2345,2408,0,1
India,Asia,2001,62.9,4.5,64.4,88.1,218.9925,781,0,1
Indonesia,Asia,2003,66.6,7.2,36.4,45.5,191.3535,2035,0,1
Guinea,Africa,2013,58.4,2.6,70.5,110.7,275.624,750,0,1
Afghanistan,Asia,2011,61.6,3.3,61.8,84.0,245.3,512,0,1
Ecuador,South America,2008,74.7,7.9,17.7,20.8,138.1625,5281,0,1
Jordan,Middle East,2007,72.9,9.8,18.7,21.9,119.304,4679,0,1
Portugal,European Union,2006,78.4,7.6,3.4,4.4,94.1855,19501,1,0
Guinea-Bissau,Africa,2014,56.6,2.9,62.1,95.7,274.1415,584,0,1
Burundi,Africa,2009,56.5,2.6,62.9,97.1,326.7455,308,0,1
Sao Tome and Principe,Central America and Caribbean,2004,64.0,4.4,42.1,60.4,211.171,1154,0,1
Belgium,European Union,2010,80.2,11.1,3.6,4.4,80.8845,39778,1,0
Pakistan,Asia,2004,63.7,4.3,77.9,98.1,182.265,1129,0,1
Philippines,Asia,2015,70.6,9.3,23.4,29.6,199.7365,3001,0,1
Poland,European Union,2014,77.6,11.3,4.3,5.0,113.623,12059,1,0
Georgia,Rest of Europe,2009,71.2,12.2,13.9,15.6,174.0635,2897,0,1
Fiji,Oceania,2008,66.5,9.4,20.2,23.8,202.2175,4532,0,1
Lithuania,European Union,2014,74.5,13.0,4.0,4.9,167.375,13850,1,0
